Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Mentioned Major Stone(s),Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
806,1058.0,Portuguese City of Mazagan (El Jadida),Morocco,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
807,836.0,Archaeological Site of Volubilis,Morocco,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1401.0,"Rabat, Modern Capital and Historic City: a Shared Heritage",Morocco,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
809,599.0,Island of Mozambique,Mozambique,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1444.0,Pyu Ancient Cities,Myanmar,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1588.0,Bagan,Myanmar,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1255.0,Twyfelfontein or /Ui-//aes,Namibia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1430.0,Namib Sand Sea,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,120.0,Sagarmatha National Park,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,284.0,Chitwan National Park,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,666.0,"Lumbini, the Birthplace of the Lord Buddha",Nepal,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
817,121.0,Kathmandu Valley,Nepal,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
818,739.0,Schokland and Surroundings,Netherlands (Kingdom of the),,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
819,818.0,Mill Network at Kinderdijk-Elshout,Netherlands (Kingdom of the),,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
820,819.0,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",Netherlands (Kingdom of the),,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
821,867.0,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),Netherlands (Kingdom of the),,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
822,899.0,Droogmakerij de Beemster (Beemster Polder),Netherlands (Kingdom of the),,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
823,965.0,Rietveld Schröderhuis (Rietveld Schröder House),Netherlands (Kingdom of the),,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1349.0,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,Netherlands (Kingdom of the),,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1441.0,Van Nellefabriek,Netherlands (Kingdom of the),,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
826,759.0,Dutch Water Defence Lines,Netherlands (Kingdom of the),,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1683.0,Eisinga Planetarium in Franeker,Netherlands (Kingdom of the),,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
828,421.0,Tongariro National Park,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,551.0,Te Wahipounamu – South West New Zealand,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,877.0,New Zealand Sub-Antarctic Islands,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,613.0,Ruins of León Viejo,Nicaragua,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1236.0,León Cathedral,Nicaragua,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
833,573.0,Air and Ténéré Natural Reserves,Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1268.0,Historic Centre of Agadez,Niger,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
835,938.0,Sukur Cultural Landscape,Nigeria,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1118.0,Osun-Osogbo Sacred Grove,Nigeria,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
837,58.0,Urnes Stave Church,Norway,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
838,59.0,Bryggen,Norway,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
839,352.0,Rock Art of Alta,Norway,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1195.0,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,55.0,Røros Mining Town and the Circumference,Norway,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1486.0,Rjukan-Notodden Industrial Heritage Site,Norway,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1143.0,Vegaøyan – The Vega Archipelago,Norway,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
844,433.0,Bahla Fort,Oman,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
845,434.0,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1010.0,Land of Frankincense,Oman,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1207.0,<i>Aflaj</i> Irrigation Systems of Oman,Oman,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1537.0,Ancient City of Qalhat,Oman,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
849,138.0,Archaeological Ruins at Moenjodaro,Pakistan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
850,139.0,Taxila,Pakistan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
851,140.0,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Pakistan,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
852,143.0,"Historical Monuments at Makli, Thatta",Pakistan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
853,171.0,Fort and Shalamar Gardens in Lahore,Pakistan,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
854,586.0,Rohtas Fort,Pakistan,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1386.0,Rock Islands Southern Lagoon,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,135.0,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Panama,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
857,159.0,Darien National Park,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,1138.0,Coiba National Park and its Special Zone of Marine Protection,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1582.0,The Colonial Transisthmian Route of Panamá,Panama,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
860,887.0,Kuk Early Agricultural Site,Papua New Guinea,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
861,648.0,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,Paraguay,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
862,273.0,City of Cuzco,Peru,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
863,274.0,Historic Sanctuary of Machu Picchu,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,330.0,Chavin (Archaeological Site),Peru,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
865,333.0,Huascarán National Park,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,366.0,Chan Chan Archaeological Zone,Peru,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
867,548.0,Río Abiseo National Park,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,700.0,Lines and Geoglyphs of Nasca and Palpa,Peru,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1016.0,Historical Centre of the City of Arequipa,Peru,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1269.0,Sacred City of Caral-Supe,Peru,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
871,402.0,Manú National Park,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,1624.0,Chankillo Archaeoastronomical Complex,Peru,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
873,500.0,Historic Centre of Lima,Peru,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
874,502.0,Historic City of Vigan,Philippines,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
875,652.0,Puerto-Princesa Subterranean River National Park,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,722.0,Rice Terraces of the Philippine Cordilleras,Philippines,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
877,653.0,Tubbataha Reefs Natural Park,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,677.0,Baroque Churches of the Philippines,Philippines,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
879,1403.0,Mount Hamiguitan Range Wildlife Sanctuary,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,31.0,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Poland,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
881,564.0,Old City of Zamość,Poland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
882,835.0,Medieval Town of Toruń,Poland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
883,847.0,Castle of the Teutonic Order in Malbork,Poland,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
884,905.0,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Poland,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1054.0,Churches of Peace in Jawor and Świdnica,Poland,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1165.0,Centennial Hall in Wrocław,Poland,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1053.0,Wooden Churches of Southern Małopolska,Poland,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
888,29.0,Historic Centre of Kraków,Poland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
889,32.0,Wieliczka and Bochnia Royal Salt Mines,Poland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
890,30.0,Historic Centre of Warsaw,Poland,,,,(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1539.0,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1599.0,Krzemionki Prehistoric Striped Flint Mining Region,Poland,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
893,206.0,Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
894,264.0,Monastery of Batalha,Portugal,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
895,265.0,Convent of Christ in Tomar,Portugal,,,,(i)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
896,361.0,Historic Centre of Évora,Portugal,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
897,505.0,Monastery of Alcobaça,Portugal,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
898,723.0,Cultural Landscape of Sintra,Portugal,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
899,755.0,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",Portugal,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
900,934.0,Laurisilva of Madeira,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1046.0,Alto Douro Wine Region,Portugal,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1117.0,Landscape of the Pico Island Vineyard Culture,Portugal,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
903,263.0,Monastery of the Hieronymites and Tower of Belém in Lisbon,Portugal,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1367.0,Garrison Border Town of Elvas and its Fortifications,Portugal,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1573.0,"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",Portugal,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1590.0,Sanctuary of Bom Jesus do Monte in Braga,Portugal,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1387.0,University of Coimbra – Alta and Sofia,Portugal,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1031.0,Historic Centre of Guimarães and Couros Zone,Portugal,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1402.0,Al Zubarah Archaeological Site,Qatar,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
910,736.0,Seokguram Grotto and Bulguksa Temple,Republic of Korea,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
911,737.0,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",Republic of Korea,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
912,738.0,Jongmyo Shrine,Republic of Korea,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
913,816.0,Changdeokgung Palace Complex,Republic of Korea,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
914,817.0,Hwaseong Fortress,Republic of Korea,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
915,976.0,Gyeongju Historic Areas,Republic of Korea,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
916,977.0,"Gochang, Hwasun and Ganghwa Dolmen Sites",Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1324.0,Historic Villages of Korea: Hahoe and Yangdong,Republic of Korea,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1319.0,Royal Tombs of the Joseon Dynasty,Republic of Korea,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1439.0,Namhansanseong,Republic of Korea,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1477.0,Baekje Historic Areas,Republic of Korea,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1562.0,"Sansa, Buddhist Mountain Monasteries in Korea",Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1498.0,"Seowon, Korean Neo-Confucian Academies",Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1264.0,Jeju Volcanic Island and Lava Tubes,Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1591.0,"Getbol, Korean Tidal Flats",Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1666.0,Gaya Tumuli,Republic of Korea,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
926,1740.0,Petroglyphs along the Bangucheon Stream,Republic of Korea,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
927,588.0,Danube Delta,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,596.0,Villages with Fortified Churches in Transylvania,Romania,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
929,597.0,Monastery of Horezu,Romania,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
930,902.0,Historic Centre of Sighişoara,Romania,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
931,904.0,Wooden Churches of Maramureş,Romania,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
932,906.0,Dacian Fortresses of the Orastie Mountains,Romania,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
933,598.0,Churches of Moldavia,Romania,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1552.0,Roșia Montană Mining Landscape,Romania,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1718.0,Frontiers of the Roman Empire – Dacia,Romania,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1473.0,Brâncuși Monumental Ensemble of Târgu Jiu,Romania,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
937,544.0,Kizhi Pogost,Russian Federation,,,,(i)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
938,545.0,"Kremlin and Red Square, Moscow",Russian Federation,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
939,604.0,Historic Monuments of Novgorod and Surroundings,Russian Federation,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
940,632.0,Cultural and Historic Ensemble of the Solovetsky Islands,Russian Federation,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
941,633.0,White Monuments of Vladimir and Suzdal,Russian Federation,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
942,634.0,"Church of the Ascension, Kolomenskoye",Russian Federation,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
943,657.0,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Russian Federation,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
944,719.0,Virgin Komi Forests,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,754.0,Lake Baikal,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,765.0,Volcanoes of Kamchatka,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,768.0,Golden Mountains of Altai,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,900.0,Western Caucasus,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,980.0,Historic and Architectural Complex of the Kazan Kremlin,Russian Federation,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
950,982.0,Ensemble of the Ferapontov Monastery,Russian Federation,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1023.0,Natural System of Wrangel Island Reserve,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1070.0,"Citadel, Ancient City and Fortress Buildings of Derbent",Russian Federation,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1097.0,Ensemble of the Novodevichy Convent,Russian Federation,,,,(i)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1170.0,Historical Centre of the City of Yaroslavl,Russian Federation,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1234.0,Putorana Plateau,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,540.0,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
957,981.0,Bolgar Historical and Archaeological Complex,Russian Federation,,,,(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1299.0,Lena Pillars Nature Park,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1525.0,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Russian Federation,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
960,766.0,Central Sikhote-Alin,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1523.0,Churches of the Pskov School of Architecture,Russian Federation,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1654.0,Petroglyphs of Lake Onega and the White Sea,Russian Federation,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
963,1678.0,Astronomical Observatories of Kazan Federal University,Russian Federation,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
964,1688.0,Cultural Landscape of Kenozero Lake,Russian Federation,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1743.0,Rock Paintings of Shulgan-Tash Cave,Russian Federation,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
966,1697.0,Nyungwe National Park,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1586.0,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",Rwanda,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
968,910.0,Brimstone Hill Fortress National Park,Saint Kitts and Nevis,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1161.0,Pitons Management Area,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1245.0,San Marino Historic Centre and Mount Titano,San Marino,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1293.0,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),Saudi Arabia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1329.0,At-Turaif District in ad-Dir'iyah,Saudi Arabia,,,,(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1361.0,"Historic Jeddah, the Gate to Makkah",Saudi Arabia,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
974,1472.0,Rock Art in the Hail Region of Saudi Arabia,Saudi Arabia,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
975,1563.0,"Al-Ahsa Oasis, an Evolving Cultural Landscape",Saudi Arabia,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1699.0,‘Uruq Bani Ma’arid,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1712.0,The Cultural Landscape of Al-Faw Archaeological Area,Saudi Arabia,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1619.0,Ḥimā Cultural Area,Saudi Arabia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
979,25.0,Djoudj National Bird Sanctuary,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,26.0,Island of Gorée,Senegal,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
981,153.0,Niokolo-Koba National Park,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,956.0,Island of Saint-Louis,Senegal,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
983,1359.0,Saloum Delta,Senegal,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
984,1407.0,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes",Senegal,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
985,96.0,Stari Ras and Sopoćani,Serbia,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
986,389.0,Studenica Monastery,Serbia,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
987,724.0,Medieval Monuments in Kosovo,Serbia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1253.0,"Gamzigrad-Romuliana, Palace of Galerius",Serbia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
989,185.0,Aldabra Atoll,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,261.0,Vallée de Mai Nature Reserve,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1746.0,Gola-Tiwai Complex,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1483.0,Singapore Botanic Gardens,Singapore,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
993,618.0,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,Slovakia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
994,622.0,Vlkolínec,Slovakia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
995,973.0,Bardejov Town Conservation Reserve,Slovakia,,,,(iii)(i)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
996,1273.0,Wooden Churches of the Slovak part of the Carpathian Mountain Area,Slovakia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
997,620.0,"Levoča, Spišský Hrad and the Associated Cultural Monuments",Slovakia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
998,390.0,Škocjan Caves,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1643.0,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,Slovenia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,854.0,East Rennell,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,915.0,Fossil Hominid Sites of South Africa,South Africa,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,916.0,Robben Island,South Africa,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1162.0,Vredefort Dome,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1265.0,Richtersveld Cultural and Botanical Landscape,South Africa,,,,(i)(v)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,1099.0,Mapungubwe Cultural Landscape,South Africa,,,,(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,1545.0,ǂKhomani Cultural Landscape,South Africa,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,1575.0,Barberton Makhonjwa Mountains,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,1676.0,"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites",South Africa,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,1723.0,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,South Africa,,,,(iii)(i)(v)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,1007.0,Cape Floral Region Protected Areas,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
